Seed,Nearest A1,Furthest A1,Average A1,Nearest A2,Furthest A2,Average A2,Nearest A3,Furthest A3,Average A3,Nearest B1,Furthest B1,Average B1,Nearest B2,Furthest B2,Average B2,Nearest B3,Furthest B3,Average B3,Nearest C1,Furthest C1,Average C1,Nearest C2,Furthest C2,Average C2,Nearest C3,Furthest C3,Average C3,Overall Nearest,Overall Furthest,Overall Average
171483880,609.78754,17672.371,7363.19,703.5761,18802.312,8860.005,968.31696,43591.156,18729.59,1146.6317,22095.928,11813.287,1216.9216,50182.402,20499.348,2358.938,55452.355,23812.207,890.4636,17140.031,7577.2285,586.8859,20386.771,8238.703,986.3714,43230.906,18370.234,1051.988037109375,32061.58203125,13918.19921875
171711679,493.94028,15507.354,7838.203,649.6769,18912.816,6728.4365,1734.7325,38106.21,19436.502,1192.7056,20641.846,10755.853,1221.0243,41979.02,18738.186,842.09644,59647.383,27033.883,654.4817,17042.797,7457.212,564.9411,19617.445,7922.9873,1311.4471,46295.168,19939.121,962.7828979492188,30861.115234375,13983.3759765625
174059225,1207.9999,16003.677,6896.8306,1097.1079,15295.794,7303.406,2827.0273,43120.496,19372.756,339.97147,18770.611,8869.843,3462.0125,39769.188,18496.674,2358.938,72857.94,25542.578,1545.1815,16841.371,7460.5195,1179.9863,34545.52,11949.852,1698.2302,51168.246,19251.605,1746.2728271484375,34263.6484375,13904.8955078125
174682237,1003.83417,15594.333,6200.4395,1811.006,15790.006,8059.775,1614.773,41891.746,20282.535,255.08127,21304.934,9883.853,968.9345,29906.812,12051.27,1328.9396,68905.98,30334.92,1134.0243,16573.922,8253.92,1196.3754,19573.846,8512.61,1818.2278,48412.363,22118.031,1236.799560546875,30883.771484375,13966.373046875
174684233,1390.8857,14921.595,6754.7466,502.5049,18293.648,8411.147,544.84625,40343.035,19766.64,1551.513,24128.91,11694.032,606.462,33481.086,16055.309,891.37085,79486.3,25543.3,512.4438,17608.49,7703.7734,602.99927,30879.693,11916.854,2485.1135,38428.742,16797.04,1009.7932739257812,33063.5,13849.205078125
174976722,706.0527,13471.244,6047.112,594.3645,17725.38,7891.9365,1167.325,41944.062,14108.746,1301.3977,17116.586,8143.4834,2608.3708,44400.375,20268.041,891.37085,59530.273,25426.107,688.1423,16321.009,7078.228,602.99927,43930.59,14698.467,2397.897,45821.336,21308.682,1217.546630859375,33362.31640625,13885.64453125
175340014,1373.924,17695.92,7813.0815,497.27368,13173.061,6811.4287,3095.433,35092.82,16018.919,1173.2672,16331.09,8666.836,712.7649,44344.23,17634.586,3967.5981,64146.188,25728.428,728.594,16725.447,6791.944,999.19763,44926.707,13810.561,2063.4492,51886.906,22958.719,1623.500244140625,33813.59765625,14026.0556640625
175775468,1383.626,13898.48,6145.154,342.22363,21288.025,9191.824,1523.7686,36335.82,15120.452,1463.3335,17438.465,9637.041,1369.3704,34593.24,16021.491,1387.2133,56203.797,24440.676,512.4438,15889.105,7603.1626,832.5928,39630.895,12922.112,986.3714,41819.188,19784.93,1088.99365234375,30788.556640625,13429.6494140625
176091130,493.94028,15979.184,7801.025,1094.3628,16177.484,8232.024,1941.1638,39523.836,15054.036,1074.1724,18960.504,9166.063,712.7649,45150.81,21052.629,1990.9056,68717.055,24521.6,1497.2384,16549.602,7207.4883,1022.094,17701.66,9060.34,3687.7617,43817.516,21456.873,1501.6004638671875,31397.515625,13728.0087890625
181661067,329.4593,14577.821,6483.6523,557.71387,19883.38,8914.455,968.31696,39333.38,18444.293,339.97147,16055.178,8180.5864,1017.9934,39573.87,18968.256,1387.2133,60029.39,25709.174,1441.39,16321.009,8384.88,1349.9181,24311.748,11128.951,2513.823,43803.18,18497.863,1100.6444091796875,30432.10546875,13856.9013671875
183304079,992.94543,15054.331,7026.9395,342.22363,19906.377,6958.908,3180.096,39732.926,18678.652,902.25964,21357.547,9399.722,2439.0352,36290.082,16754.355,891.37085,69370.25,28821.193,1165.9747,12465.225,6623.6475,1022.094,31108.828,11683.647,1123.5166,47731.48,19699.066,1339.9461669921875,32557.44921875,13960.681640625
183323318,652.8713,15260.83,6376.7124,1201.923,17622.717,8023.3237,1854.4846,43645,20720.197,1146.9437,22095.928,10682.587,1795.0695,39061.402,17360.207,2587.4912,62384.027,29943.912,706.2723,14821.061,6979.135,875.2562,18298.922,9057.217,1818.2278,35816.08,16226.115,1404.2822265625,29889.55078125,13929.93359375
185082128,330.55215,15715.131,6752.2817,1608.4683,18802.312,8304.708,1576.9208,34763.047,15336.332,255.08127,20695.55,9832.339,1369.3704,45221.613,19693.693,1387.2133,69528.24,29678.525,1250.0521,16654.125,7396.554,786.49695,38654.82,11702.689,1333.807,43807.17,16720.598,1099.7735595703125,33760.22265625,13935.302734375
189874007,1198.2035,16780.143,7339.4097,1159.1472,20179.242,9105.187,1272.7865,37898.227,16806.617,1017.8946,17352.492,8804.012,2848.1953,49434.105,20375.475,1878.3289,79361.68,32186.652,512.4438,15853.115,6760.3594,334.128,14425.946,7155.95,2485.1135,46834.35,16387.365,1411.8045654296875,33124.3671875,13880.1142578125
192940641,1065.8203,16064.599,7399.2236,684.62164,12067.78,6605.7334,3777.7866,43591.156,19684.57,1225.2014,17846.352,8483.746,1945.232,39573.87,19141.023,3513.7537,50078.31,24623.525,1310.4161,12558.33,5409.8877,1249.1888,43455.7,13291.382,2560.8552,46292.63,19861.672,1925.8751220703125,31280.96875,13833.41796875
194247359,547.3311,12916.413,6304.4727,2521.963,20536.166,8508.953,1723.4113,40705.37,17634.92,1394.7115,20791.795,10487.468,1590.8347,41351.742,19384.818,2587.4912,54230.805,23491.58,321.70465,15582.792,6512.8936,1349.9181,40523.363,12141.157,2967.7073,51168.246,21420.654,1667.2303466796875,33089.6328125,13987.435546875
194392408,1562.3214,15691.317,7703.438,1896.513,19216.293,9162.55,2583.4546,44384.61,18626.453,1301.3977,22789.45,11241.71,1939.0211,43166.906,18673.676,2587.4912,52209.137,24214.938,851.5642,20550.047,8298.512,1307.921,19252.334,8802.414,1097.6418,41475.61,16008.369,1680.81396484375,30970.6328125,13636.8955078125
196353982,1120.8092,12400.013,6102.0317,649.6769,19171.203,7365.443,1167.325,41702.098,18289.865,768.0246,25055.42,13036.233,1939.0211,45886.395,19683.152,2358.938,64130.613,23583.482,1301.2463,12549.042,6484.9956,726.72925,20403.3,9159.418,2967.7073,46436.848,21504.936,1444.3863525390625,31970.548828125,13912.1728515625
199161276,335.45334,17672.371,7450.68,502.5049,18874.148,9768.056,1394.273,41986.86,17366.54,1146.6317,18176.67,9974.807,3390.8252,43559.43,19807.451,1304.2383,64403.96,23200.398,512.4438,14442.753,6181.2275,1890.3734,35172.902,11701.028,2549.4182,42565.656,19529.096,1447.351318359375,32983.859375,13886.5869140625
204032906,1060.4034,14876.781,6218.5576,451.2671,19621.855,8836.151,2406.22,40484.496,19821.879,768.0246,19899.555,7637.6226,998.3228,34998.29,17893.156,2142.0312,68572.71,29967.293,1617.4789,16121.205,6593.3794,334.128,18720,8220.494,2796.603,38955.047,19322.033,1397.164306640625,30249.994140625,13834.5078125
205627409,751.2014,14921.595,6805.2715,1100.4468,19474.225,8418.121,659.0697,43065.133,18641.482,1170.2863,22710.572,9900.638,1230.5092,41027.203,19586.51,2587.4912,72702.99,28723.154,1126.1388,12922.795,6980.094,508.18198,24620.65,8693.24,1123.5166,40760.965,17126.586,1139.6490478515625,32467.34765625,13875.0107421875
207641958,524.95953,18819.26,6983.6367,884.71405,18912.816,9864.48,1855.2261,41494.113,16913.266,255.08127,21475.43,10328.425,1795.0695,36331.523,15464.7705,3818.576,48497.664,24131.428,927.03265,16859.814,7350.2065,508.18198,35428.12,13552.36,2420.5664,47708.766,20755.334,1443.2674560546875,31725.279296875,13927.1005859375
210732216,1569.9692,15705.665,7042.057,649.6769,17232.188,7132.992,1274.1276,26874.078,12891.848,445.51532,23722.297,10662.882,1933.7844,44710.523,21014.018,2358.938,57134.652,26486.49,1162.6338,18236.984,6909.131,999.19763,37039.76,10743.341,1200.755,55087.223,21405.16,1288.2886962890625,32860.375,13809.7685546875
211297557,652.8713,15940.298,7704.1963,351.33493,15350.222,8140.6865,2790.1309,33414.85,13079.792,255.08127,18761.766,9253.313,2805.4526,48476.816,23299.807,6333.525,49557.887,24851.965,1049.1567,17223.771,7387.013,1249.1888,31688.807,10202.479,3649.476,43914.574,21328.021,2126.246337890625,30481,13916.36328125
217646112,751.2014,17994.572,7819.698,557.71387,15914.551,8038.643,1614.773,41619.56,18295.078,1100.7,21761.701,10737.165,1700.62,41589.938,20590.742,891.37085,37223.848,15806.262,1097.7778,16121.205,8463.952,1086.0594,20475.723,9000.011,2030.6786,62062.465,24727.666,1203.4327392578125,30529.28515625,13719.9130859375
223150861,548.08777,13306.662,7049.27,649.6769,15700.161,8458.482,2867.562,35864.84,17584.057,768.0246,19070.127,8690.905,1939.0211,45578.19,21541.232,1328.9396,53166.99,26674.795,883.8408,17579.795,6329.003,1163.3073,32704.438,10865.618,2610.6094,44617.082,18614.55,1417.67431640625,30843.142578125,13978.6572265625
225453003,751.2014,16991.26,7550.2065,732.99316,19084.467,8828.62,2827.0273,34729.203,17457.129,777.9946,20695.55,9893.071,1490.9121,48839.426,21301.143,2486.3015,49212.383,23932.895,1486.5542,17937.7,7876.624,1179.9863,16322.384,8139.817,1708.9337,42473.89,17864.424,1493.544921875,29587.36328125,13649.3251953125
229213937,329.4593,17310.516,6890.641,1299.5979,17463.85,7596.482,1720.205,36414.01,16728.295,1100.7,19899.555,10313.895,890.75684,43280.344,20626.852,1878.3289,64560.207,30657.012,512.4438,16187.331,7479.175,1086.0594,19617.445,10384.153,986.3714,41892.9,13879.007,1089.32470703125,30736.240234375,13839.5009765625
230961653,706.0527,14455.754,6518.712,703.5761,17953.375,8964.457,1671.031,37430.258,12895.287,777.9946,24128.91,10302.023,2015.2902,43425.06,20464.107,3967.5981,57533.27,26272.088,856.1386,17807.152,7691.3394,1571.369,25763.307,12000.89,3258.0657,48850.324,20619.156,1725.235107421875,31927.490234375,13969.7841796875
231738493,1105.8313,17490.473,7097.433,557.71387,19811.977,7963.774,544.84625,41891.746,18928.498,552.7892,20645.479,9077.439,2015.2902,32936.836,16452.342,1982.1322,65318.773,28883.275,795.426,17393.756,6866.9385,1320.8892,19023.23,8821.7,1698.2302,47919.254,19931.357,1174.7943115234375,31381.28125,13780.306640625
238772484,1012.4505,16876.611,8040.1567,557.71387,18369.994,8091.215,1941.1638,36526.9,15327.249,1384.54,20791.795,10810.555,606.462,40898.383,18109.312,1328.9396,54502.953,26551.975,580.56116,17393.756,8930.943,1095.7563,25763.307,9700.55,2762.705,45264.742,20191.178,1252.2547607421875,30709.826171875,13972.5703125
240103977,973.90375,15240.182,7251.554,1186.4346,19866.389,9294.548,3226.759,41944.062,20552.2,827.5637,21357.547,10016.652,1241.7163,37845.074,16464.28,3634.073,53812.793,25604.064,856.1386,17836.016,7954.024,832.5928,22495.676,9737.089,1123.5166,38087.68,17459.29,1544.7442626953125,29831.712890625,13814.85546875
240682148,1384.9316,16986.242,7763.514,732.99316,17946.732,8313.911,1523.7686,29208.2,11505.305,1812.0714,20930.5,10393.538,1945.232,43280.344,21985.45,1304.2383,49750.53,27356.174,927.03265,18140.7,8822.434,602.99927,25627.154,8772.228,1311.4471,47935.33,20787.645,1282.7459716796875,29978.4140625,13966.6884765625
241277909,697.2505,14862.746,7195.122,1237.2297,17843.545,8741.783,4246.856,45194.82,21734.729,339.97147,16379.942,9009.771,606.462,44798.043,21899.795,1990.9056,58310.434,25166.998,1153.4568,15991.229,7842.619,1259.9363,32397.658,10091.262,1123.5166,40336.793,14290.694,1406.1761474609375,31790.578125,13996.974609375
244559864,750.20514,16566.104,8108.1313,849.7856,19547.885,6656.63,2215.7761,43120.496,20033.889,339.97147,20449.924,11095.26,1230.5092,43686.32,19435.707,3716.221,50968.285,24301.316,828.523,14924.323,6751.8335,1411.5964,24061.764,9887.486,1450.505,48851.477,19539.264,1421.4547119140625,31352.953125,13978.8349609375
245069439,1645.0895,15594.333,6993.964,943.2643,13698.931,5811.7383,1394.273,38407.305,17046.492,552.7892,20623.045,8832.799,968.9345,43948.293,19685.217,842.09644,50078.31,25082.045,728.594,14649.052,5838.9805,1527.962,43835.902,14699.875,2330.51,47048.867,19308.443,1214.834716796875,31987.115234375,13699.9501953125
245596127,548.08777,14765.474,7897.783,649.6769,20468.43,7932.614,1723.4113,39586.516,19567.53,261.48605,20987.8,9370.172,1241.7163,37332.85,14915.062,1990.9056,77122.375,25768.55,511.36172,21616.416,8635.217,586.8859,38883.125,11433.897,2398.4858,49739.938,20280.953,1101.335205078125,35611.4375,13977.9755859375
247136089,1356.9531,14906.99,7622.883,1033.3099,16070.732,7996.696,544.84625,37694.97,16991.398,761.35205,21304.934,9222.007,1241.7163,36033.69,14050.755,5049.4683,75236.22,33561.41,773.0369,15875.547,5948.5083,1429.9073,18298.922,9090.908,2805.7783,42945.45,21291.365,1666.26318359375,30929.716796875,13975.103515625
247518019,58.381393,11465.936,5354.2944,1960.1122,19425.555,9061.194,1523.7686,39831.715,17834.889,1150.2795,18450.303,9518.075,1557.4833,43270.527,22427.691,1328.9396,78244.86,26958.135,728.594,18332.898,6909.448,775.8431,20014.648,9826.315,2514.726,35553.375,17631.352,1288.680908203125,31621.08984375,13946.8212890625
247865226,329.4593,16517.736,7855.7773,1343.4896,13360.668,6565.627,1167.325,28102.137,13700.109,2027.7751,19532.37,9100.462,524.3368,36589.863,16510.924,2581.101,61966.656,27769.512,1265.5569,15727.12,6767.895,1571.369,36421.2,13825.987,2030.6786,55366.246,23654.303,1426.7879638671875,31509.33203125,13972.2880859375
252748614,493.94028,15698.345,7821.4844,594.3645,20179.242,9174.526,2697.321,32643.75,14463.225,1257.326,20083.03,9602.54,998.3228,43272.883,21187.648,1990.9056,76099.266,27122.697,1504.5898,20550.047,8306.89,564.9411,44081.75,11176.676,1123.5166,47583.71,16355.333,1247.24755859375,35576.890625,13912.3359375
255249374,329.4593,16638.58,5987.0386,1097.1079,17959.52,7537.4814,2312.62,37694.97,14511.902,2514.9404,21616.713,10255.812,1590.8347,31827.785,15781.507,842.09644,69691.83,28882.346,813.4327,12283.706,6382.356,726.72925,39207.69,14200.594,1097.6418,50246.684,21578.236,1258.318115234375,33018.609375,13901.9189453125
255441551,1069.9609,18070.873,8017.306,1271.7043,14159.548,7061.0527,2750.457,41836.492,20434.885,255.08127,21892.018,8971.162,1689.6555,44798.043,19893.738,2587.4912,48315.16,23248.861,511.36172,15526.449,7414.7246,1066.588,24311.748,8258.464,1698.2302,39738.73,19859.227,1433.3922119140625,29849.896484375,13684.3798828125
255715997,1421.1425,15667.393,6665.173,1155.4927,17311.6,7286.5303,2646.9932,32643.75,12403.195,1138.8625,18770.611,8998.328,2015.2902,38566.79,18861.246,3488.4011,74814.74,32699.682,1435.3541,16129.911,7011.1772,564.9411,19023.875,9332.435,2610.6094,37593.11,19966.875,1830.787353515625,30057.9765625,13691.626953125
259812648,1239.6641,16055.376,6968.4243,1034.111,17093.727,9155.261,1274.1276,36581.844,15648.461,499.2147,23326.291,11437.129,1302.4413,31985.09,14680.039,4140.4355,59291.61,25906.621,1382.7338,15622.475,6641.473,786.49695,38537.977,11308.463,2726.4204,57921.14,24013.816,1598.405029296875,32935.05859375,13973.298828125
262684358,493.94028,15118.22,8108.247,351.33493,19866.389,8566.377,2997.2583,45928.906,19194.42,1334.9386,20930.5,9171.173,2568.4182,46951.402,22613.965,1328.9396,29652.088,15873.571,771.57196,17131.443,8365.283,739.2845,42888.938,11702.168,1698.2302,35829.113,17750.459,1364.879638671875,30477.4453125,13482.8515625
265127447,493.94028,16355.112,8054.2954,497.27368,15790.006,7740.9287,2997.2583,34713.99,16450.123,827.5637,19899.555,10801.836,1241.7163,46947.91,20477.404,1328.9396,58310.434,25452.068,1310.4161,14228.068,5907.359,602.99927,17905.744,7733.657,2560.8552,46510.348,21597.232,1317.884765625,30073.462890625,13801.65625
266264018,524.95953,14906.99,6134.2256,497.27368,16891.271,8830.687,544.84625,31611.84,14305.912,2027.7751,20695.55,10076.51,2840.2876,42950.434,20216.486,4152.0625,72832.24,31863.33,512.4438,15445.338,7524.7275,508.18198,20765.277,9236.588,1450.505,42737.55,17147.736,1450.9261474609375,30981.83203125,13926.2451171875
268013628,697.2505,15507.354,7091.9087,1724.85,17959.52,9026.374,3777.7866,38011.953,16214.707,1304.9719,22422.033,10465.45,3964.712,48925.12,20833.182,2995.4565,44702.156,22231.62,883.8408,17223.771,7939.2363,1260.1747,32346.656,12910.602,2685.5198,39893.633,16843.293,2143.84033203125,30776.91015625,13728.4853515625
276647313,329.4593,15108.492,6943.7944,451.2671,17911.455,8477.551,1688.0352,38957.92,20023.934,1528.2869,19260.635,10045.858,1230.5092,32867.406,16002.131,1328.9396,59825.176,25245.08,813.4327,19704.717,7141.251,1353.4342,18382.492,8987.257,2480.6045,46911.19,21867.318,1244.8853759765625,29881.0546875,13859.3525390625
277966916,836.9084,13471.244,6834.6865,1097.1079,17706.277,8494.74,2697.321,24266.836,11614.255,445.51532,17398.152,9077.702,2837.8367,37332.85,16287.737,5557.9644,83325.99,32260.184,490.6575,17552.303,7327.1763,1088.3287,31168.451,10064.738,2007.7778,47239.9,22554.033,1895.4908447265625,32162.4453125,13835.0283203125
282409623,697.2505,17383.79,7495.032,1527.6045,20224.059,9633.533,2897.8528,39362.5,14255.143,761.35205,23738.834,9723.772,749.1073,42892.656,17819.758,1243.4435,56683.96,27519.346,773.0369,15056.699,6589.8506,739.2845,47376.383,15779.145,2264.8074,41928.934,17127.281,1294.8599853515625,33849.7578125,13993.6513671875
285501575,1003.83417,13472.876,6699.753,854.38324,19310.277,8319.289,4332.1333,41619.56,19995.703,1321.5519,19588.787,9112.15,1269.4421,47778.836,15021.499,2587.4912,83609.5,29293.594,856.1386,16321.009,7937.1865,1889.9548,18074.08,8164.711,3036.3464,50635.51,21255.53,1905.697265625,34490.046875,13977.712890625
285783808,893.07623,15747.977,8447.762,497.27368,19474.225,9330.578,3881.6235,42438.02,17996.568,958.8557,21581.06,9945.86,2146.3618,37339.926,16630.26,1243.4435,54058.438,24635.432,746.68866,17130.07,7230.778,586.8859,44926.707,16422.389,1311.4471,40929.727,15353.89,1362.8507080078125,32625.126953125,13999.279296875
286735741,1413.9237,18150.572,8107.19,594.3645,19086.615,8276.267,3448.862,37628.434,17885.857,1463.3335,21581.06,10834.202,2678.7651,48839.426,21920.098,891.37085,55228.426,19934.123,688.1423,16549.41,7801.539,1267.9215,32559.598,10730.15,3273.839,43807.17,20336.602,1746.7247314453125,32603.412109375,13980.669921875
287242471,706.0527,13845.731,6059.4785,854.38324,15094.843,6642.7285,2801.4956,43472.18,16934.6,2071.6538,25055.42,10348.353,998.3228,44495.13,20722.193,891.37085,57134.473,24978.084,654.4817,17393.756,8286.39,586.8859,19426.932,9518.921,2685.5198,49005.49,22400.86,1361.129638671875,31658.216796875,13987.9560546875
288897105,1065.8203,15641.516,6691.4272,811.4981,16177.484,8414.603,1720.205,41836.492,15972.788,802.9547,22503.828,8970.897,606.462,38267.883,15027.401,842.09644,46709.234,24460.809,859.8553,16549.602,7169.607,775.8431,35923.605,14629.933,1708.9337,47825.52,21333.926,1021.5187377929688,31270.57421875,13630.154296875
290872882,750.20514,17692.71,8195.937,1211.3318,15980.808,8290.174,1523.7686,34683.01,15718.074,1138.8625,19515.332,9134.432,1939.0211,42356.746,18896.246,3229.928,54129.45,24870.025,1481.9318,16859.814,7565.923,1571.3882,24116.45,11009.315,1123.5166,55373.082,22397.771,1552.217041015625,31189.7109375,14008.6552734375
291186115,493.94028,13628.783,6137.226,557.71387,13653.557,6280.434,1272.7865,31370.277,16223.696,552.7892,15999.842,7270.4946,1017.9934,49874.25,21604.596,2677.6536,63193.715,28868.467,844.43695,14720.564,7821.8706,564.9411,16499.924,7604.2524,3649.476,51434.555,21840.05,1292.41455078125,30041.71875,13739.009765625
292560198,918.49664,13467.914,6844.3916,684.62164,16067.008,8517.886,2604.4475,25517.605,13369.455,261.48605,21203.36,10018.787,1900.9497,44856.902,21319.89,1990.9056,53882.152,26703.467,952.0078,16436.291,8279.045,786.49695,29240.287,11045.891,2821.3774,48751.133,19741.775,1435.643310546875,29935.849609375,13982.287109375
293345906,335.45334,14359.465,6965.7344,2131.3245,18531.336,8996.716,2604.4475,37778.36,18070.018,499.2147,19051.162,9249.293,968.9345,30576.367,14143.337,1328.9396,56070.246,27051.99,771.57196,16492.025,8166.0625,1095.7563,31327.281,14931.336,2685.5198,37026.46,18396.979,1380.129150390625,29023.6328125,13996.8291015625
293746365,1021.60736,16771.426,7449.456,1498.3743,19086.615,9006.805,1274.1276,25645.8,11808.993,549.55743,20613.416,9571.702,2424.6982,48476.816,20688.828,2581.101,54009.84,26322.555,580.56116,17042.797,7713.8643,1088.3287,16881.465,9009.645,1123.5166,46911.19,20851.877,1349.096923828125,29493.263671875,13602.6357421875
